MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE,ARACNÍDICO,BOTRÓPICO,CROTÁLICO,ELAPÍDICO,ESCORPIÔNICO,LONÔMICO
LORENA,3527207,352720,GVE 33 TAUBATE,PRONTO SOCORRO MUNICIPAL - LORENA,R. DOM BOSCO 562 CENTRO - CEP 12.600-100,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3159-3344,-22.734.013.748.734.000,-4.511.996.857.104.680,-2.273.401,-4.511.996,1,1,1,0,1,0
LOURDES,3527256,352725,GVE 11 ARACATUBA,UNIDADE BASICA DE SAUDE LAZARO QUIRINO DA SILVA,"R. Francisco da Silva, 190, Lourdes - SP, 15285-000",0,,0,-,-2.096.388.003.605.050,-5.022.597.016.661.350,-2.096.388,-5.022.597,0,0,0,0,0,0
LOUVEIRA,3527306,352730,GVE 17 CAMPINAS,HOSPITAL SANTO ANTONIO DE LOUVEIRA,"R. Luís M Cruz, 63 - Santo Antônio, Louveira - SP, 13294-334",0,,1,(19) 3948-5300,"-23.089.013.415.568.100,00",-4.697.797.326.438.300,-2.308.901,-4.697.797,0,0,0,0,0,0
LUCELIA,3527405,352740,GVE 19 MARILIA,SANTA CASA DE LUCELIA,"R. Manoel Lopes, 410 - Centro, Lucélia - SP, 17780-000",0,,1,(18) 3551-9050,-2.172.808.780.454.740,-51.010.395.142.022.700,-2.172.808,-5.101.039,0,0,0,0,0,0
LUCIANOPOLIS,3527504,352750,GVE 15 BAURU,UBS LAURO BORGES,"Rua Irenio Zaninoto - Nucleo Belmiro Jorge, Lucianópolis - SP, 17475-262",0,,0,(14) 3286-1190,-22.432.437.479.667.700,-49.520.244.853.328.400,-2.243.243,-4.952.024,0,0,0,0,0,0
LUIS ANTONIO,3527603,352760,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA DE LUIZ ANTONIO,"R. Guilherme Brian, 1060, Luís Antônio - SP, 14210-000",0,,1,-,-21.553.779.758.551.700,-4.770.194.305.838.910,-2.155.377,-4.770.194,0,0,0,0,0,0
LUIZIANIA,3527702,352770,GVE 11 ARACATUBA,COMPLEXO MUNICIPAL DE SAUDE DE LUIZIANIA,"R. Padre João Braem, 365, Luiziânia - SP, 16340-000",0,,1,(18) 3603-1160,"-21.675.939.695.821.900,00",-5.032.737.607.161.790,-2.167.593,-5.032.737,0,0,0,0,0,0
LUPERCIO,3527801,352780,GVE 19 MARILIA,CENTRO DE SAUDE DE LUPERCIO,"Praça Antônio Daun, 67 - Centro, Lupércio - SP, 17420-000",0,,0,(14) 3474-1135,-22.415.591.841.719.400,-498.168.405.349.965,-2.241.559,-4.981.684,0,0,0,0,0,0
LUTECIA,3527900,352790,GVE 13 ASSIS,CENTRO DE SAUDE DE LUTECIA,"R. Manoel Lourenço, 353, Lutécia - SP, 19750-000",0,,0,(18) 3368-1129,"-22.340.005.579.474,00",-5.039.192.899.518.820,-2.234.000,-5.039.192,0,0,0,0,0,0
MACATUBA,3528007,352800,GVE 15 BAURU,SANTA CASA DE MACATUBA,"R. Carlos Gomes, 654 - CENTRO, Macatuba - SP, 17290-000",0,,1,(14) 3298-9200,-22.504.190.464.654.500,-4.871.357.850.997.080,-2.250.419,-4.871.357,0,0,0,0,0,0
MACAUBAL,3528106,352810,GVE 29 SÃO JOSÉ DO RIO PRETO,SANTA CASA DE MACAUBAL,"RUA SETE DE SETEMBRO, Nº 1203 - CENTRO, 15270-000",1,ESCORPIÔNICO,1,(17) 3874-1408,-20.807.853.784.586.700,-499.633.659.540.731,-2.080.785,-4.996.336,0,0,0,0,1,0
MACEDONIA,3528205,352820,GVE 30 JALES,UBS DE MACEDONIA,"Rua Dep Anisio Moreira, 439, Macedônia - SP, 15620-000",0,,1,(17) 3849-1162,"-20.145.426.362.159.000,00",-501.928.904.381.009,-2.014.542,-5.019.289,0,0,0,0,0,0
MAGDA,3528304,352830,GVE 29 SAO JOSE DO RIO PRETO,CENTRO DE SAUDE III DE MAGDA,"Rua Manoel Franco Junior, 522 - Centro, Magda - SP, 15310-000",0,,0,(17) 3487-1149,"-20.645.800.530.737.900,00",-50.224.744.847.549.800,-2.064.580,-5.022.474,0,0,0,0,0,0
MAIRINQUE,3528403,352840,GVE 31 SOROCABA,PRONTO ATENDIMENTO MUNICIPAL DE MAIRINQUE,"AVN MILTON CARDOSO LEITE, 151 - CANGUERINHA, Mairinque - SP, 18120-000",0,,1,(11) 4718-1500,"-2.354.655.704.673.960,00",-4.719.078.171.721.590,-2.354.655,-4.719.078,0,0,0,0,0,0
MAIRIPORA,3528502,352850,GVE 9 FRANCO DA ROCHA,HOSPITAL E MATERNIDADE DE MAIRIPORÃ,"RUA IPIRANGA Nº 280, CENTRO",1,ESCORPIÔNICO,1,(11) 4419-4422,"-2.332.093.053.580.320,00",-46.590.115.337.927.300,-2.332.093,-4.659.011,0,0,0,0,1,0
MANDURI,3528601,352860,GVE 16 BOTUCATU,UBS DR ALDEMAR HOLTZ DE ALMEIDA,"RUA RIO GRANDE DO SUL, 809",0,,0,(14) 3356-9202,-23.006.735.367.908.600,-4.932.444.149.477.700,-2.300.673,-4.932.444,0,0,0,0,0,0
MARABA PAULISTA,3528700,352870,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE MARABA PAULISTA UNIDADE SAUDE DA FAMILIA,"R. José Teodoro, Marabá Paulista - SP, 19430-000",0,,0,(18) 3996-1125,-22.108.055.412.690.700,-5.196.656.562.853.690,-2.210.805,-5.196.656,0,0,0,0,0,0
MARACAI,3528809,352880,GVE 13 ASSIS,HOSPITAL BENEFICENTE DE MARACAI,"Av. José Bonifácio, 382 - Centro, Maracaí - SP, 19840-000",0,,1,(18) 3371-2797,-2.261.256.920.231.910,-5.066.648.645.342.720,-2.261.256,-5.066.648,0,0,0,0,0,0
MARAPOAMA,3528858,352885,GVE 29 SAO JOSE DO RIO PRETO,UBS DE MARAPOAMA,"Praça da Independencia, 160, Marapoama - SP, 15845-000",0,,1,(17) 3548-9000,-21.257.955.915.140.300,-4.913.294.578.526.700,-2.125.795,-4.913.294,0,0,0,0,0,0
MARIAPOLIS,3528908,352890,GVE 19 MARILIA,CENTRO DE SAUDE DE MARIAPOLIS,"Praça Frei Dionisio Antonio Marinelli, 85 - Centro, Mariápolis - SP, 17810-000",0,,0,(18)3586-1234,-2.179.874.267.245.940,-511.822.246.202.374,-2.179.874,-5.118.222,0,0,0,0,0,0
MARILIA,3529005,352900,GVE 19 MARILIA,HOSPITAL DE CLÍNICAS I (ADULTOS),"R. AZIZ ATALLAH, S/Nº",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(14) 3434-2525,-22.226.491.328.451.700,-499.355.019.766.509,-2.222.649,-4.993.550,1,1,1,1,1,1
MARILIA,3529005,352900,GVE 19 MARILIA,HOSPITAL DE CLÍNICAS II (CRIANÇAS),"AV. SAMPAIO VIDAL, 42",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(14) 3434-2526,"-22.222.463.801.328.500,00",-49.947.359.019.763.300,-2.222.246,-4.994.735,1,1,1,1,1,1
MARINOPOLIS,3529104,352910,GVE 30 JALES,CS DE MARINOPOLIS,"RUA ESPIRITO SANTO, 130",0,,0,(17) 3695-1143,-20.440.326.786.646.700,-5.082.422.649.311.840,-2.044.032,-5.082.422,0,0,0,0,0,0
MARTINOPOLIS,3529203,352920,GVE 21 PRESIDENTE PRUDENTE,SANTA CASA DE MISERICÓRDIA - MARTINOPOLIS,"RUA JOSÉ HENRIQUE DE MELLO, 236",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(18) 3275-1000,-22.146.089.005.314.200,-511.700.958.560.938,-2.214.608,-5.117.009,1,1,1,0,1,0
MATAO,3529302,352930,GVE 12 ARARAQUARA,HOSPITAL CARLOS FERNANDO MALZONI,"R. SINHARINHA FROTA, 556",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(16) 3383-2500,"-2.160.581.106.590.820,00",-48.367.962.786.421.200,-2.160.581,-4.836.796,1,1,1,0,1,0
MAUA,3529401,352940,GVE 7 SANTO ANDRE,HOSPITAL DE CLINICAS DR RADAMES NARDINI,"R. Reg. Feijó, 166 - Vila Bocaina, Mauá - SP, 09310-640",0,,1,(11) 2666-5400,-23.672.536.048.347.300,-46.450.471.430.098.400,-2.367.253,-4.645.047,0,0,0,0,0,0
MENDONCA,3529500,352950,GVE 29 SAO JOSE DO RIO PRETO,UBS BENEDICTA DO CARMO OLIVEIRA DONA DITA,"R. Angelo Petrolini, 350, Mendonça - SP, 15220-000",0,,0,(17) 3248-9550,-21.187.052.288.631.500,-49.580.370.900.491.100,-2.118.705,-4.958.037,0,0,0,0,0,0
MERIDIANO,3529609,352960,GVE 30 JALES,UBS DE MERIDIANO,"R. João de Setembro, Meridiano - SP, 15625-000",0,,0,(17) 3475-1144,-20.356.748.188.571.100,-5.017.619.913.497.670,-2.035.674,-5.017.619,0,0,0,0,0,0
MESOPOLIS,3529658,352965,GVE 30 JALES,UBS DE MESOPOLIS,"R. Direitos Humanos, 2164 - Centro, Mesópolis - SP, 15748-000",0,,0,-,-19.967.843.210.696.700,-50.623.328.510.652.900,-1.996.784,-5.062.332,0,0,0,0,0,0
MIGUELOPOLIS,3529708,352970,GVE 18 FRANCA,SANTA CASA DE MIGUELOPOLIS,"R. José Jacobe Daur, s/n - Centro, Miguelópolis - SP, 14530-000",0,,1,(16) 3835-6700,"-2.018.318.684.629.310,00",-4.802.856.130.376.980,-2.018.318,-4.802.856,0,0,0,0,0,0
MINEIROS DO TIETE,3529807,352980,GVE 15 BAURU,PRONTO ATENDIMENTO MUNICIPAL DE MINEIROS DO TIETE,"R. Sub Delegado Ferrinho, 535 - Centro, Mineiros do Tietê - SP, 17320-037",0,,1,(14)3646-1217,-22.412.032.856.469.100,-4.844.823.440.185.000,-2.241.203,-4.844.823,0,0,0,0,0,0
MIRA ESTRELA,3530003,353000,GVE 30 JALES,UBS DE MIRA ESTRELA,"Praça Benedito Castrequini, 472 - Centro, Mira Estrela - SP, 15580-000",0,,0,(17) 3846-1219,-19.979.377.248.539.200,-5.013.824.881.835.370,-1.997.937,-5.013.824,0,0,0,0,0,0
MIRACATU,3529906,352990,GVE 23 REGISTRO,PRONTO ATENDIMENTO MIYOJI KAYO,"AV. DONA EVARISTA DE CASTRO FERREIRA, 77 - CENTRO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3847-7010,-24.286.006.146.676.700,-47.458.528.854.780.800,-2.428.600,-4.745.852,1,1,0,0,1,0
MIRANDOPOLIS,3530102,353010,GVE 11 ARACATUBA,HOSP. EST. DR. OSWALDO BRANADI FARIA - MIRANDÓPOLIS,"AV. DR. RAUL DA CUNHA BUENO, 585",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3701-1611,-2.112.488.919.167.420,-51.103.753.234.043.300,-2.112.488,-5.110.375,1,1,1,0,1,0
MIRANTE DO PARANAPANEMA,3530201,353020,GVE 22 PRESIDENTE VENCESLAU,PRONTO ATENDIMENTO MUNICIPAL - MIRANTE DO PARANAPANEMA,"AV. ZIL BRASIL, 320",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3991-1292,"-22.285.233.562.863.500,00",-5.190.681.753.506.240,-2.228.523,-5.190.681,1,1,1,0,1,0
MIRASSOL,3530300,353030,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL E MATERNIDADE MAE DO DIVINO AMOR,"R. Rui Barbosa, 2019 - Centro, Mirassol - SP, 15130-000",0,,1,(17) 3253-9830,-20.815.392.025.450.100,-4.951.247.861.166.060,-2.081.539,-4.951.247,0,0,0,0,0,0
MIRASSOLANDIA,3530409,353040,GVE 29 SAO JOSE DO RIO PRETO,CSIII DE MIRASSOLANDIA,"R. Eugênio Ponchio, 477, Mirassolândia - SP, 15145-000",0,,1,(17) 3263-2318,-2.061.534.505.501.630,-4.946.621.927.727.410,-2.061.534,-4.946.621,0,0,0,0,0,0
MOCOCA,3530508,353050,GVE 26 SAO JOAO DA BOA VISTA,UNIDADE DE PRONTO ATENDIMENTO - MOCOCA,"AV. SAUDADE, 1445 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(19) 3656-9200,"-21.463.590.280.854.800,00",-4.700.665.198.916.350,-2.146.359,-4.700.665,0,1,1,1,1,1
MOGI DAS CRUZES,3530607,353060,GVE 8 MOGI DAS CRUZES,HOSPITAL LUZIA PINHO DE MELO,RUA MANOEL DE OLIVEIRA S/N,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(11) 3583-2800,-2.351.011.202.991.680,-46.194.946.101.772.300,-2.351.011,-4.619.494,1,1,1,1,1,1
MOGI GUACU,3530706,353070,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICÓRDIA - MOGI GUACU,"R. CHICO DE PAULA, 608",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3818-5943,-22.364.466.749.576.900,-46.943.512.927.557.600,-2.236.446,-4.694.351,1,1,1,1,1,1
MOGI MIRIM,3530805,353080,GVE 26 SAO JOAO DA BOA VISTA,UNIDADE DE PRONTO ATENDIMENTO - MOGI MIRIM,"ROD. ELZIO MARIOTONI, 369",1,ESCORPIÔNICO,1,(19) 3804-1011,-22.430.783.952.138.500,-4.693.609.749.116.880,-2.243.078,-4.693.609,0,0,0,0,1,0
MOMBUCA,3530904,353090,GVE 20 PIRACICABA,UNIDADE MISTA DE SAUDE DE MOMBUCA,"R. Gerson Maschio, 60 - Jardim das Oliveiras, Mombuca - SP, 13375-000",0,,1,-,-22.933.327.530.698.100,-4.756.508.878.648.270,-2.293.332,-4.756.508,0,0,0,0,0,0
MONCOES,3531001,353100,GVE 29 SAO JOSE DO RIO PRETO,ESTRATEGIA SAUDE DA FAMILIA DE MONCOES,"R. Rio Branco, Monções - SP, 15275-000",0,,0,(17) 3484-1231,-20.851.303.016.816.100,-5.009.746.562.074.120,-2.085.130,-5.009.746,0,0,0,0,0,0
MONGAGUA,3531100,353110,GVE 25 SANTOS,UPA MONGAGUÁ,"AV. MONTEIRO LOBATO, 9.400 – AGENOR DE CAMPOS",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3507-1110,-2.412.556.851.381.140,-4.668.513.626.185.120,-2.412.556,-4.668.513,1,1,1,0,1,0
MONTE ALEGRE DO SUL,3531209,353120,GVE 17 CAMPINAS,CENTRO DE SAUDE III MONTE ALEGRE DO SUL,"R. Pref. José Amaral - Monte Alegre do Sul, SP, 13820-000",0,,0,(19) 3899-1300,-22.686.095.292.800.600,-4.668.165.752.132.670,-2.268.609,-4.668.165,0,0,0,0,0,0
MONTE ALTO,3531308,353130,GVE 24 RIBEIRAO PRETO,PRONTO SOCORRO MUNICIPAL DE MONTE ALTO,"RUA JEREMIAS DE PAULA EDUARDO, 2287, CENTRO",1,ESCORPIÔNICO,1,(16) 3242-2100 / 8358,-21.264.414.893.268.700,-4.850.212.269.420.740,-2.126.441,-4.850.212,0,0,0,0,1,0
MONTE APRAZIVEL,3531407,353140,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MONTE APRAZÍVEL,"RUA SÃO JOÃO, 729, CENTRO, 15150-000",1,ESCORPIÔNICO,1,(17) 3275-9510,-2.077.163.506.619.610,-4.970.840.795.954.040,-2.077.163,-4.970.840,0,0,0,0,1,0
MONTE AZUL PAULISTA,3531506,353150,GVE 14 BARRETOS,HOSPITAL SENHOR BOM JESUS,"R. Rui Barbosa, 267 - Centro, Monte Azul Paulista - SP, 14730-000",0,,1,(17) 3361-9210,-2.090.531.391.886.180,-48.637.700.012.187,-2.090.531,-4.863.770,0,0,0,0,0,0
MONTE CASTELO,3531605,353160,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE DE MONTE CASTELO VICE PREFEITO CHIGAMI SUZUK,"R. Joana Maria Genebra Sferra, 319 - Centro, Monte Castelo - SP, 17960-000",0,,0,(18) 3855-1171,-21.299.493.737.104.900,-5.156.950.283.464.710,-2.129.949,-5.156.950,0,0,0,0,0,0
MONTE MOR,3531803,353180,GVE 17 CAMPINAS,ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS,"Av. Jânio Quadros, 1000 - Centro, Monte Mor - SP, 13190-000",0,,1,(19) 3879-1999,"-22.950.184.649.787.100,00",-4.730.612.643.710.010,-2.295.018,-4.730.612,0,0,0,0,0,0
MONTEIRO LOBATO,3531704,353170,GVE 27 SAO JOSE DOS CAMPOS,CENTRO DE SAÚDE III DR. JOÃO AURICCHO,"RUA ANTÔNIO ALVES MAGALHÃES, 20 – CENTRO",1,"ESCORPIÔNICO, FONÉUTRICO E ARACNÍDICO.",1,(12) 3979-1124,"-22.955.182.698.156.900,00",-4.583.919.081.433.640,-2.295.518,-4.583.919,1,0,0,0,1,0
MORRO AGUDO,3531902,353190,GVE 18 FRANCA,HOSP. SÃO MARCOS DA SAMA,"R. SEBASTIÃO ANTONIO MUNIZ, 164",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3851-3000,-2.073.566.361.436.710,-4.805.505.107.777.910,-2.073.566,-4.805.505,1,1,1,0,1,0
MORUNGABA,3532009,353200,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL SANTO ANTONIO,"Rua André Aparecido Tomazino, n° 28 - Jardim Ana, Morungaba - SP, 13262-036",0,,1,(11) 4014-4624,-2.287.367.304.587.980,-4.678.690.622.528.790,-2.287.367,-4.678.690,0,0,0,0,0,0
MOTUCA,3532058,353205,GVE 12 ARARAQUARA,CMO OCTAVIO THOMAZ DE AQUINO MOTUCA,"R. Gerudy Figueiredo - Centro, Motuca - SP, 14835-000",0,,0,(16) 3348-9400,-21.512.253.843.472.500,-48.150.708.552.976.100,-2.151.225,-4.815.070,0,0,0,0,0,0
MURUTINGA DO SUL,3532108,353210,GVE 11 ARACATUBA,UBS II ANATALICIO DE OLIVEIRA DE MURUTINGA DO SUL,"R. Orlando Molina, 187, Murutinga do Sul - SP, 16950-000",0,,0,(18) 3788-1406,-20.988.634.708.762.600,-5.127.908.570.763.360,-2.098.863,-5.127.908,0,0,0,0,0,0
NANTES,3532157,353215,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE - NANTES,"R. Gonçalves de Assis, 352, Nantes - SP, 19650-013",0,,0,(18) 3268-6181,-22.621.379.233.119.000,-5.123.823.658.520.670,-2.262.137,-5.123.823,0,0,0,0,0,0
NARANDIBA,3532207,353220,GVE 21 PRESIDENTE PRUDENTE,UBS II DE NARANDIBA COM SERVICO DE ESF,"R. Alves de Almeida, Narandiba - SP, 19220-000",0,,0,(18) 3992-1101,-2.240.593.300.374.120,-5.152.299.645.120.140,-2.240.593,-5.152.299,0,0,0,0,0,0
NATIVIDADE DA SERRA,3532306,353230,GVE 33 TAUBATE,CENTRO DE SAUDE DE NATIVIDADE DA SERRA,"R. José F da Silva - Natividade da Serra, SP, 12180-000",0,,0,(12) 3677-1102,-2.337.875.368.487.020,-4.544.641.142.868.840,-2.337.875,-4.544.641,0,0,0,0,0,0
NAZARE PAULISTA,3532405,353240,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL DE NAZARE PAULISTA,"Ezau Avelino Pinheiro, 100, Nazaré Paulista - SP, 12960-000",0,,1,(11) 4597-1588,-23.161.196.934.955.200,-4.639.404.034.284.660,-2.316.119,-4.639.404,0,0,0,0,0,0
NEVES PAULISTA,3532504,353250,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE NEVES PAULISTA,"R. Floriano Peixoto, 95 - Centro, Neves Paulista - SP, 15120-000",0,,1,(17) 3271-1297,-20.850.431.162.974.100,-4.963.117.952.782.900,-2.085.043,-4.963.117,0,0,0,0,0,0
NHANDEARA,3532603,353260,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL SAO DOMINGOS NA PROV DE DEUS NHANDEARA,"R. Nossa Sra. das Graças, 272 - Vila Aparecia, Nhandeara - SP, 15190-000",0,,1,(17) 3467-4910,-2.069.864.400.905.770,-50.035.534.385.938.400,-2.069.864,-5.003.553,0,0,0,0,0,0
NIPOA,3532702,353270,GVE 29 SAO JOSE DO RIO PRETO,CS DE NIPOA,"R. Rio de Janeiro, 873, Nipoã - SP, 15240-000",0,,0,-,"-20.914.260.259.056.700,00",-49.779.672.516.020.100,-2.091.426,-4.977.967,0,0,0,0,0,0
NOVA ALIANCA,3532801,353280,GVE 29 SAO JOSE DO RIO PRETO,CS DE NOVA ALIANCA,"R. Rio Preto - Nova Aliança, SP, 15210-000",0,,1,(17) 3811-1208,-21.018.887.789.824.400,-4.950.238.530.445.480,-2.101.888,-4.950.238,0,0,0,0,0,0
NOVA CAMPINA,3532827,353282,GVE 32 ITAPEVA,UNIDADE DE SAÚDE JOÃO RODRIGUES DE PROENÇA,"R. JOÃO NUNES DE OLIVEIRA, 525 - CENTRO - 18435-000",1,ESCORPIÔNICO E ARACNÍDICO.,0,(15) 3535-1264,-24.121.113.758.763.100,-4.890.718.000.384.510,-2.412.111,-4.890.718,1,0,0,0,1,0
NOVA CANAA PAULISTA,3532843,353284,GVE 30 JALES,UBS DE NOVA CANAA PAULISTA,"R. Seis, 576, Nova Canaã Paulista - SP, 15773-000",0,,0,-,-20.389.551.409.103.600,-50.947.366.804.750.000,-2.038.955,-5.094.736,0,0,0,0,0,0
NOVA CASTILHO,3532868,353286,GVE 11 ARACATUBA,UBS PROF PAULO RICOY DE CAMARGO NOVA CASTILHO,"R. Sete de Setembro, 381, Nova Castilho - SP, 15313-000",0,,0,(17) 3831-6160,-20.762.321.742.258.700,-50.340.494.358.627.400,-2.076.232,-5.034.049,0,0,0,0,0,0
NOVA EUROPA,3532900,353290,GVE 12 ARARAQUARA,SANTA CASA DE MISERICORDIA NOVA EUROPA,"R. Osvaldo Pongetti, Nova Europa - SP, 14920-000",0,,1,(16) 3387-1312,-2.177.988.248.900.240,-4.856.788.487.696.640,-2.177.988,-4.856.788,0,0,0,0,0,0
NOVA GRANADA,3533007,353300,GVE 29 SAO JOSE DO RIO PRETO,P. S. MUNICIPAL DE NOVA GRANADA,"AV. DR. HILDEBERTO A. FERREIRA, Nº 1271, CENTRO",1,ESCORPIÔNICO,1,(17) 3262-2843,"-20.538.130.879.584.200,00",-4.932.452.073.931.940,-2.053.813,-4.932.452,0,0,0,0,1,0
NOVA GUATAPORANGA,3533106,353310,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE DE NOVA GUATAPORANGA,"R. Brasil, 315 - Centro, Nova Guataporanga - SP, 17950-000",0,,0,(18) 3856-1249,-21.336.021.478.898.000,-5.164.503.624.364.540,-2.133.602,-5.164.503,0,0,0,0,0,0
NOVA INDEPENDENCIA,3533205,353320,GVE 11 ARACATUBA,UBS II LENIR SPAZZAPAN DE ALENCAR NOVA INDEPENDENCIA,"Av. Euríco Soares Andrade, 595-691, Nova Independência - SP, 16940-000",0,,1,(18) 3744-1135,-21.105.787.798.137.100,-51.491.515.768.394.700,-2.110.578,-5.149.151,0,0,0,0,0,0
NOVA LUZITANIA,3533304,353330,GVE 11 ARACATUBA,UBS III NOVA LUZITANIA,"R. José da Silva Carvalhais, 1660, Nova Luzitânia - SP, 15340-000",0,,0,(17) 3483-1213,"-20.856.224.123.197.200,00",-5.026.448.243.346.370,-2.085.622,-5.026.448,0,0,0,0,0,0
NOVA ODESSA,3533403,353340,GVE 17 CAMPINAS,HOSPITAL E MATERNIDADE MUNICIPAL DR ACILIO CARRION GARCIA,"R. Aristídes Bassora, s/n - Bosque dos Cedros, Nova Odessa - SP, 13460-000",0,,1,(19) 3476-8194,"-22.780.127.594.841.400,00",-4.730.011.912.884.980,-2.278.012,-4.730.011,0,0,0,0,0,0
NOVAIS,3533254,353325,GVE 29 SAO JOSE DO RIO PRETO,PRONTO ATENDIMENTO DE NOVAIS,"R. Maj. João Batista Novais, 466, Novais - SP, 15885-000",0,,1,(17) 3561-1181,-20.992.039.051.831.800,-489.184.450.392.528,-2.099.203,-4.891.844,0,0,0,0,0,0
NOVO HORIZONTE,3533502,353350,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE SANTA CASA DE MISERICÓRDIA - NOVO HORIZONTE,"RUA VINTE E OITO DE OUTUBRO, 1202 - CENTRO",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO",1,(17) 3542-9292 / (17) 3542-1020,-2.146.599.573.848.230,-49.226.770.296.127.400,-2.146.599,-4.922.677,0,1,1,0,1,0
NUPORANGA,3533601,353360,GVE 18 FRANCA,HOSPITAL SAO GERALDO DE NUPORANGA,"R. São José, 287 - Centro, Nuporanga - SP, 14670-000",0,,1,(16) 3847-1129,-2.072.994.808.960.360,-4.774.993.881.419.470,-2.072.994,-4.774.993,0,0,0,0,0,0
OCAUCU,3533700,353370,GVE 19 MARILIA,CENTRO DE SAUDE DE OCAUCU,"Av. Celeste Casagrande, 115, Ocauçu - SP, 17540-023",0,,0,(14) 3475-1205,-2.243.910.834.563.690,-4.991.983.176.510.100,-2.243.910,-4.991.983,0,0,0,0,0,0
OLEO,3533809,353380,GVE 13 ASSIS,CS III DR RICARDO FRANKLIN DE MELLO,"R. José Antônio Salgado, 111 - Óleo, SP, 18790-013",0,,0,(14) 3357-1400,"-22.943.247.972.718.400,00",-4.934.265.268.813.690,-2.294.324,-4.934.265,0,0,0,0,0,0
OLIMPIA,3533908,353390,GVE 14 BARRETOS,UNIDADE DE PRONTO ATENDIMENTO 24 H WILSON ZANGIROLAMI,"AV. VALDEMAR LOPES FERRAZ, 288 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(17) 3281-6044 / 3280-6305,-20.739.627.543.847.900,-4.890.639.469.934.420,-2.073.962,-4.890.639,1,1,1,0,1,1
ONDA VERDE,3534005,353400,GVE 29 SAO JOSE DO RIO PRETO,CS DE ONDA VERDE,"R. Luzia da Silva Florêncio, 1000, Onda Verde - SP, 15450-000",0,,1,(17) 3268-1186,-206.055.730.390.301,-4.930.067.142.709.410,-2.060.557,-4.930.067,0,0,0,0,0,0
ORIENTE,3534104,353410,GVE 19 MARILIA,UNIDADE MISTA DE SAUDE DE ORIENTE,"R. Mário Reis, 213, Oriente - SP, 17570-000",0,,1,-,-22.153.259.027.187.500,-5.009.300.526.714.310,-2.215.325,-5.009.300,0,0,0,0,0,0
ORINDIUVA,3534203,353420,GVE 29 SAO JOSE DO RIO PRETO,CS DE ORINDIÚVA,"AV. FRANCISCO TOMÁS AQUINO, 170 - 250, ORINDIÚVA - SP, 15480-000",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO",1,(17) 3816-1297,-20.183.355.575.355.000,-49.352.203.821.855.800,-2.018.335,-4.935.220,0,1,1,0,1,0
