MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE
MIRASSOLANDIA,3530409,353040,GVE 29 SAO JOSE DO RIO PRETO,CSIII DE MIRASSOLANDIA,"R. Eugênio Ponchio, 477, Mirassolândia - SP, 15145-000",0,,1,(17) 3263-2318,-20.615.370.714.639.900,-4.946.478.302.918.550,-20.61537,-49.46478
MOCOCA,3530508,353050,GVE 26 SAO JOAO DA BOA VISTA,UNIDADE DE PRONTO ATENDIMENTO,"AV. SAUDADE, 1445 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(19) 3656-9200,"-2.146.329.898.475.120,00",-470.063.953.973.012,-21.46329,-47.00639
MOGI DAS CRUZES,3530607,353060,GVE 8 MOGI DAS CRUZES,HOSPITAL LUZIA PINHO DE MELO,RUA MANOEL DE OLIVEIRA S/N,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(11) 3583-2800,-235.104.707.561.846,-4.619.368.489.612.990,-23.51047,-46.19368
MOGI GUACU,3530706,353070,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICÓRDIA,"R. CHICO DE PAULA, 608",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3818-5943,-2.236.438.355.061.540,-4.694.246.378.263.890,-22.36438,-46.94246
MOGI MIRIM,3530805,353080,GVE 26 SAO JOAO DA BOA VISTA,UNIDADE DE PRONTO ATENDIMENTO,"ROD. ELZIO MARIOTONI, 369",1,ESCORPIÔNICO,1,(19) 3804-1011,-22.430.760.885.454.200,-46.936.053.840.972.800,-22.43076,-46.93605
MOMBUCA,3530904,353090,GVE 20 PIRACICABA,UNIDADE MISTA DE SAUDE DE MOMBUCA,"R. Gerson Maschio, 60 - Jardim das Oliveiras, Mombuca - SP, 13375-000",0,,1,-,-22.933.267.811.009.400,-4.756.402.449.242.120,-22.93326,-47.56402
MONCOES,3531001,353100,GVE 29 SAO JOSE DO RIO PRETO,ESTRATEGIA SAUDE DA FAMILIA DE MONCOES,"R. Rio Branco, Monções - SP, 15275-000",0,,0,(17) 3484-1231,-20.851.088.093.109.700,-5.009.643.794.031.160,-20.85108,-50.09643
MONGAGUA,3531100,353110,GVE 25 SANTOS,UPA MONGAGUÁ,"AV. MONTEIRO LOBATO, 9.400 – AGENOR DE CAMPOS",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3507-1110,-2.412.524.261.560.940,-466.845.272.477.061,-24.12524,-46.68452
MONTE ALEGRE DO SUL,3531209,353120,GVE 17 CAMPINAS,CENTRO DE SAUDE III MONTE ALEGRE DO SUL,"R. Pref. José Amaral - Monte Alegre do Sul, SP, 13820-000",0,,0,(19) 3899-1300,-22.685.992.914.795.200,-4.668.088.434.398.160,-22.68599,-46.68088
MONTE ALTO,3531308,353130,GVE 24 RIBEIRAO PRETO,PRONTO SOCORRO MUNICIPAL DE MONTE ALTO,"RUA JEREMIAS DE PAULA EDUARDO, 2287, CENTRO",1,ESCORPIÔNICO,1,(16) 3242-2100 / 8358,-21.264.363.132.462.300,-4.850.146.669.187.150,-21.26436,-48.50146
MONTE APRAZIVEL,3531407,353140,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MONTE APRAZÍVEL,"RUA SÃO JOÃO, 729, CENTRO, 15150-000",1,ESCORPIÔNICO,1,(17) 3275-9510,-20.771.470.590.728.500,-497.078.430.746.671,-20.77147,-49.70784
MONTE AZUL PAULISTA,3531506,353150,GVE 14 BARRETOS,HOSPITAL SENHOR BOM JESUS,"R. Rui Barbosa, 267 - Centro, Monte Azul Paulista - SP, 14730-000",0,,1,(17) 3361-9210,-20.905.012.990.272.200,-4.863.701.640.725.600,-20.90501,-48.63701
MONTE CASTELO,3531605,353160,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE DE MONTE CASTELO VICE PREFEITO CHIGAMI SUZUK,"R. Joana Maria Genebra Sferra, 319 - Centro, Monte Castelo - SP, 17960-000",0,,0,(18) 3855-1171,-21.299.302.380.297.800,-5.156.944.833.722.140,-21.29930,-51.56944
MONTE MOR,3531803,353180,GVE 17 CAMPINAS,ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS,"Av. Jânio Quadros, 1000 - Centro, Monte Mor - SP, 13190-000",0,,1,(19) 3879-1999,"-22.950.329.326.875.300,00",-4.730.524.686.912.830,-22.95032,-47.30524
MONTEIRO LOBATO,3531704,353170,GVE 27 SAO JOSE DOS CAMPOS,CENTRO DE SAÚDE III DR. JOÃO AURICCHO,"RUA ANTÔNIO ALVES MAGALHÃES, 20 – CENTRO",1,"ESCORPIÔNICO, FONÉUTRICO E ARACNÍDICO.",1,(12) 3979-1124,"-2.292.984.092.026.600,00",-4.565.112.421.159.650,-22.92984,-45.65112
MORRO AGUDO,3531902,353190,GVE 18 FRANCA,HOSP. SÃO MARCOS DA SAMA,"R. SEBASTIÃO ANTONIO MUNIZ, 164",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3851-3000,-20.684.351.632.032.500,-4.789.022.774.504.240,-20.68435,-47.89022
MORUNGABA,3532009,353200,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL SANTO ANTONIO,"Rua André Aparecido Tomazino, n° 28 - Jardim Ana, Morungaba - SP, 13262-036",0,,1,(11) 4014-4624,-22.841.214.447.927.000,-46.621.140.283.581.500,-22.84121,-46.62114
MOTUCA,3532058,353205,GVE 12 ARARAQUARA,CMO OCTAVIO THOMAZ DE AQUINO MOTUCA,"R. Gerudy Figueiredo - Centro, Motuca - SP, 14835-000",0,,0,(16) 3348-9400,-2.151.198.124.360.290,-4.815.072.660.620.200,-21.51198,-48.15072
MURUTINGA DO SUL,3532108,353210,GVE 11 ARACATUBA,UBS II ANATALICIO DE OLIVEIRA DE MURUTINGA DO SUL,"R. Orlando Molina, 187, Murutinga do Sul - SP, 16950-000",0,,0,(18) 3788-1406,-2.098.874.471.508.310,-5.127.821.235.932.610,-20.98874,-51.27821
NANTES,3532157,353215,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE,"R. Gonçalves de Assis, 352, Nantes - SP, 19650-013",0,,0,(18) 3268-6181,-22.621.326.837.158.000,-51.238.194.959.793.600,-22.62132,-51.23819
NARANDIBA,3532207,353220,GVE 21 PRESIDENTE PRUDENTE,UBS II DE NARANDIBA COM SERVICO DE ESF,"R. Alves de Almeida, Narandiba - SP, 19220-000",0,,0,(18) 3992-1101,-22.405.930.187.368.600,-5.152.272.238.842.490,-22.40593,-51.52272
NATIVIDADE DA SERRA,3532306,353230,GVE 33 TAUBATE,CENTRO DE SAUDE DE NATIVIDADE DA SERRA,"R. José F da Silva - Natividade da Serra, SP, 12180-000",0,,0,(12) 3677-1102,-2.337.884.800.432.850,-45.446.259.561.407.000,-23.37884,-45.44625
NAZARE PAULISTA,3532405,353240,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL DE NAZARE PAULISTA,"Ezau Avelino Pinheiro, 100, Nazaré Paulista - SP, 12960-000",0,,1,(11) 4597-1588,-231.609.757.381.528,-46.392.871.748.239.500,-23.16097,-46.39287
NEVES PAULISTA,3532504,353250,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE NEVES PAULISTA,"R. Floriano Peixoto, 95 - Centro, Neves Paulista - SP, 15120-000",0,,1,(17) 3271-1297,-208.503.627.286.818,-4.963.133.216.890.970,-20.85036,-49.63133
NHANDEARA,3532603,353260,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL SAO DOMINGOS NA PROV DE DEUS NHANDEARA,"R. Nossa Sra. das Graças, 272 - Vila Aparecia, Nhandeara - SP, 15190-000",0,,1,(17) 3467-4910,-20.698.500.446.262.800,-5.003.439.057.893.020,-20.69850,-50.03439
NIPOA,3532702,353270,GVE 29 SAO JOSE DO RIO PRETO,CS DE NIPOA,"R. Rio de Janeiro, 873, Nipoã - SP, 15240-000",0,,0,-,"-2.091.506.570.141.900,00",-4.977.999.839.344.090,-20.91506,-49.77999
NOVA ALIANCA,3532801,353280,GVE 29 SAO JOSE DO RIO PRETO,CS DE NOVA ALIANCA,"R. Rio Preto - Nova Aliança, SP, 15210-000",0,,1,(17) 3811-1208,-21.018.857.160.643.100,-4.950.111.999.242.120,-21.01885,-49.50111
NOVA CAMPINA,3532827,353282,GVE 32 ITAPEVA,UNIDADE DE SAÚDE JOÃO RODRIGUES DE PROENÇA,"R. JOÃO NUNES DE OLIVEIRA, 525 - CENTRO - 18435-000",1,ESCORPIÔNICO E ARACNÍDICO.,0,(15) 3535-1264,-24.120.942.639.083.500,-4.890.638.945.560.410,-24.12094,-48.90638
NOVA CANAA PAULISTA,3532843,353284,GVE 30 JALES,UBS DE NOVA CANAA PAULISTA,"R. Seis, 576, Nova Canaã Paulista - SP, 15773-000",0,,0,-,-20.389.535.733.758.100,-50.947.118.205.454.100,-20.38953,-50.94711
NOVA CASTILHO,3532868,353286,GVE 11 ARACATUBA,UBS PROF PAULO RICOY DE CAMARGO NOVA CASTILHO,"R. Sete de Setembro, 381, Nova Castilho - SP, 15313-000",0,,0,(17) 3831-6160,-2.076.230.282.838.820,-5.033.934.869.242.120,-20.76230,-50.33934
NOVA EUROPA,3532900,353290,GVE 12 ARARAQUARA,SANTA CASA DE MISERICORDIA NOVA EUROPA,"R. Osvaldo Pongetti, Nova Europa - SP, 14920-000",0,,1,(16) 3387-1312,-21.777.691.728.120.600,-4.856.582.599.638.510,-21.77769,-48.56582
NOVA GRANADA,3533007,353300,GVE 29 SAO JOSE DO RIO PRETO,P. S. MUNICIPAL DE NOVA GRANADA,"AV. DR. HILDEBERTO A. FERREIRA, Nº 1271, CENTRO",1,ESCORPIÔNICO,1,(17) 3262-2843,"-20.537.443.961.014.500,00",-49.323.525.461.393.200,-20.53744,-49.32352
NOVA GUATAPORANGA,3533106,353310,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE DE NOVA GUATAPORANGA,"R. Brasil, 315 - Centro, Nova Guataporanga - SP, 17950-000",0,,0,(18) 3856-1249,-2.133.586.921.025.050,-5.164.415.254.031.160,-21.33586,-51.64415
NOVA INDEPENDENCIA,3533205,353320,GVE 11 ARACATUBA,UBS II LENIR SPAZZAPAN DE ALENCAR NOVA INDEPENDENCIA,"Av. Euríco Soares Andrade, 595-691, Nova Independência - SP, 16940-000",0,,1,(18) 3744-1135,-2.110.557.855.401.860,-5.149.132.294.530.770,-21.10557,-51.49132
NOVA LUZITANIA,3533304,353330,GVE 11 ARACATUBA,UBS III NOVA LUZITANIA,"R. José da Silva Carvalhais, 1660, Nova Luzitânia - SP, 15340-000",0,,0,(17) 3483-1213,"-20.871.525.676.581.200,00",-5.024.492.469.427.550,-20.87152,-50.24492
NOVA ODESSA,3533403,353340,GVE 17 CAMPINAS,HOSPITAL E MATERNIDADE MUNICIPAL DR ACILIO CARRION GARCIA,"R. Aristídes Bassora, s/n - Bosque dos Cedros, Nova Odessa - SP, 13460-000",0,,1,(19) 3476-8194,"-2.278.004.106.082.400,00",-47.299.392.245.863.300,-22.78004,-47.29939
NOVAIS,3533254,353325,GVE 29 SAO JOSE DO RIO PRETO,PRONTO ATENDIMENTO DE NOVAIS,"R. Maj. João Batista Novais, 466, Novais - SP, 15885-000",0,,1,(17) 3561-1181,-2.094.849.499.399.210,-4.889.217.235.561.090,-20.94849,-48.89217
NOVO HORIZONTE,3533502,353350,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE SANTA CASA DE MISERICÓRDIA,"RUA VINTE E OITO DE OUTUBRO, 1202 - CENTRO",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO",1,(17) 3542-9292 / (17) 3542-1020,-21.466.076.053.796.500,-4.922.633.019.989.110,-21.46607,-49.22633
NUPORANGA,3533601,353360,GVE 18 FRANCA,HOSPITAL SAO GERALDO DE NUPORANGA,"R. São José, 287 - Centro, Nuporanga - SP, 14670-000",0,,1,(16) 3847-1129,-207.298.590.548.356,-47.749.092.572.856.600,-20.72985,-47.74909
OCAUCU,3533700,353370,GVE 19 MARILIA,CENTRO DE SAUDE DE OCAUCU,"Av. Celeste Casagrande, 115, Ocauçu - SP, 17540-023",0,,0,(14) 3475-1205,-22.439.040.837.871.800,-49.919.526.328.108.100,-22.43904,-49.91952
OLEO,3533809,353380,GVE 13 ASSIS,CS III DR RICARDO FRANKLIN DE MELLO,"R. José Antônio Salgado, 111 - Óleo, SP, 18790-013",0,,0,(14) 3357-1400,"-2.294.257.647.618.670,00",-4.934.281.265.143.770,-22.94257,-49.34281
OLIMPIA,3533908,353390,GVE 14 BARRETOS,UNIDADE DE PRONTO ATENDIMENTO 24 H WILSON ZANGIROLAMI,"AV. VALDEMAR LOPES FERRAZ, 288 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(17) 3281-6044 / 3280-6305,-20.738.185.371.282.300,-4.890.358.873.022.540,-20.73818,-48.90358
ONDA VERDE,3534005,353400,GVE 29 SAO JOSE DO RIO PRETO,CS DE ONDA VERDE,"R. Luzia da Silva Florêncio, 1000, Onda Verde - SP, 15450-000",0,,1,(17) 3268-1186,-20.605.480.625.950.600,-4.929.897.895.241.230,-20.60548,-49.29897
ORIENTE,3534104,353410,GVE 19 MARILIA,UNIDADE MISTA DE SAUDE DE ORIENTE,"R. Mário Reis, 213, Oriente - SP, 17570-000",0,,1,-,-2.215.321.039.526.100,-5.009.316.795.987.310,-22.15321,-50.09316
ORINDIUVA,3534203,353420,GVE 29 SAO JOSE DO RIO PRETO,CS DE ORINDIÚVA,"AV. FRANCISCO TOMÁS AQUINO, 170 - 250, ORINDIÚVA - SP, 15480-000",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO",1,(17) 3816-1297,-20.183.237.679.749.100,-4.935.132.463.051.770,-20.18323,-49.35132
ORLANDIA,3534302,353430,GVE 18 FRANCA,HOSP. BENEFICENTE SANTO ANTONIO DE ORLÂNDIA,"AV. 3, 941",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3820-4200,-20.723.997.719.050.000,-4.789.134.460.249.250,-20.72399,-47.89134
OSASCO,3534401,353440,GVE 10 OSASCO,HOSPITAL MUNICIPAL ANTONIO GIGLIO,"R. Pedro Fioretti, 48 - Centro, Osasco - SP, 06013-070",0,,1,(11) 2183-9333,-23.532.009.775.617.300,-4.677.630.235.380.260,-23.53200,-46.77630
OSCAR BRESSANE,3534500,353450,GVE 19 MARILIA,CS DE OSCAR BRESSANE PSF,"R. Vitório Girotto, 403, Oscar Bressane - SP, 19770-000",0,,0,(14) 3457-1138,-2.231.630.339.687.840,-502.805.113.538.026,-22.31630,-50.28051
OSVALDO CRUZ,3534609,353460,GVE 19 MARILIA,SANTA CASA DE MISERICORDIA DE OSVALDO CRUZ,"Av. Pres. Vargas, 1 - Vila Sao Luis, Osvaldo Cruz - SP, 17700-190",0,,1,(18) 3529-9558,-21.803.628.773.745.300,-50.876.193.174.711.000,-21.80362,-50.87619
OURINHOS,3534708,353470,GVE 13 ASSIS,SANTA CASA DE OURINHOS,"RUA D. PEDRO I, Nº 716, VILA MORAES",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(14) 3322-1133,-22.983.761.820.206.200,-49.862.236.056.158.600,-22.98376,-49.86223
OURO VERDE,3534807,353480,GVE 22 PRESIDENTE VENCESLAU,UBS MARCIA CRISTIANE DA SILVA DE OURO VERDE,"R. Pernambuco, 648 - Centro, Ouro Verde - SP, 17920-000",0,,0,(18) 3872-1186,-2.148.756.202.139.070,-51.699.787.521.205.400,-21.48756,-51.69978
OUROESTE,3534757,353475,GVE 30 JALES,HOSP. MUNICIPAL JOÃO VELOSO OUROESTE,AV. BANDEIRANTES 1026 CENTRO,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(17) 3843-1312,-20.004.537.051.288.300,-5.036.977.942.311.190,-20.00453,-50.36977
PACAEMBU,3534906,353490,GVE 19 MARILIA,PRONTO SOCORRO MUNICIPAL DE PACAEMBU,"Av. Gentil Valter Ribeiro, 360 - Jardim Marajá, Pacaembu - SP, 17860-000",0,,1,(18) 3862-1724,-21.563.971.621.025.800,-51.251.301.474.711,-21.56397,-51.25130
PALESTINA,3535002,353500,GVE 29 SAO JOSE DO RIO PRETO,CS DE PALESTINA,"R. Zinho Dutra, 1271 - Palestina, SP, 15470-000",0,,1,(17) 3293-1345,-20.394.466.254.749.500,-4.943.877.521.740.660,-20.39446,-49.43877
PALMARES PAULISTA,3535101,353510,GVE 29 SAO JOSE DO RIO PRETO,UBS III OLAVO DOMINGUES,"R. Sete de Setembro, 342, Palmares Paulista - SP, 15828-000",0,,1,(17) 3587-1164,-21.083.137.866.048.200,-4.879.931.129.983.860,-21.08313,-48.79931
PALMEIRA DOESTE,3535200,353520,GVE 30 JALES,SANTA CASA DE PALMEIRA D'OESTE,"Av. Carlos Gomes, 4929 - Centro, Palmeira d'Oeste - SP, 15720-000",0,,1,(17) 3651-1432,-20.417.694.397.095.100,-5.076.158.264.716.210,-20.41769,-50.76158
PALMITAL,3535309,353530,GVE 13 ASSIS,SANTA CASA DE MISERICORDIA DE PALMITAL,"Rua Alameda da Paz, 80 - Paraná, Palmital - SP, 19973-144",0,,1,(18) 3351-9100,"-22.791.549.285.361.700,00",-5.021.593.081.781.730,-22.79154,-50.21593
PANORAMA,3535408,353540,GVE 22 PRESIDENTE VENCESLAU,PRONTO ATENDIMENTO MUNICIPAL,"RUA MANOEL FERNANDES DA CUNHA, 512",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3871-1583,-21.360.693.314.470.900,-5.185.753.937.336.720,-21.36069,-51.85753
PARAGUACU PAULISTA,3535507,353550,GVE 13 ASSIS,SANTA CASA DE PARAGUAÇU PAULISTA,"RUA CARAMURU Nº 568, CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3361-1133,-22.414.325.208.612.000,-5.057.876.873.792.460,-22.41432,-50.57876
PARAIBUNA,3535606,353560,GVE 27 SAO JOSE DOS CAMPOS,UNIDADE DE PRONTO ATENDIMENTO,"RUA MAJOR SOARES, S/N",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, ARACNÍDICO.",1,(12) 3974-0003,-23.387.301.919.651.700,-45.659.092.287.965.200,-23.38730,-45.65909
PARAISO,3535705,353570,GVE 29 SAO JOSE DO RIO PRETO,UBS I EMILIO BARATTO,"R. São Pedro, 705, Paraíso - SP, 15825-000",0,,1,(17 )3567-9511,-2.101.696.818.877.720,-48.768.567.005.912.200,-21.01696,-48.76856
PARANAPANEMA,3535804,353580,GVE 16 BOTUCATU,HOSPITAL MUNICIPAL LEONARDUS VAN MELLIS,"RUA URIAS DOMINGUES LEITE, S/Nº, CENTRO",1,ESCORPIÔNICO,1,(14) 3713-9131,-23.386.994.994.210.100,-4.872.576.849.242.120,-23.38699,-48.72576
PARANAPUA,3535903,353590,GVE 30 JALES,CS DE PARANAPUA,"R. Dr. Júlio Amaral, 2528, Paranapuã - SP, 15745-000",0,,0,(17) 3648-9020,-201.047.017.981.353,-5.058.514.760.540.160,-20.10470,-50.58514
PARAPUA,3536000,353600,GVE 19 MARILIA,SANTA CASA DE PARAPUA,"R. Fortaleza, 725 - Centro, Parapuã - SP, 17730-000",0,,1,(18) 3582-1393,-2.178.459.562.306.740,-5.079.077.295.009.390,-21.78459,-50.79077
PARDINHO,3536109,353610,GVE 16 BOTUCATU,UNIDADE MISTA DE PARDINHO,"R. Francisco Eburneo, 100, Pardinho - SP, 18640-000",0,,1,(14) 3886-1334,-2.308.349.699.419.670,-48.372.603.803.547.300,-23.08349,-48.37260
PARIQUERA ACU,3536208,353620,GVE 23 REGISTRO,HOSPITAL REGIONAL DRº LEOPOLDO BEVILACQUA,"RUA DO EXPEDICIONÁRIOS, 140 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO, LONÔMICO E ESCORPIÔNICO.",1,(13) 3856-9600,-24.717.055.003.510.500,-47.878.806.967.151.700,-24.71705,-47.87880
PARISI,3536257,353625,GVE 29 SAO JOSE DO RIO PRETO,USF AMADEU GARCIA DE SOUZA PARISI,"R. Aurélio Parize - 292, Parisi - SP, 15525-000",0,,0,(17)3839-1138,-20.302.549.105.208.700,-5.001.264.024.031.160,-20.30254,-50.01264
PATROCINIO PAULISTA,3536307,353630,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA DE PATROCÍNIO PTA.,"R. CÔNEGO PEREGRINO, 1181",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3145-1121,-2.064.338.730.035.590,-4.727.959.819.427.550,-20.64338,-47.27959
PAULICEIA,3536406,353640,GVE 22 PRESIDENTE VENCESLAU,CS DR JOSE A NOGUEIRA ESF I ROSIMAR DE ARAUJO FRANCO,"Av. Paulista, 1671 - Centro, Paulicéia - SP, 17990-000",0,,0,(18)3876-1156,-21.314.156.280.102.600,-5.183.178.583.660.290,-21.31415,-51.83178
PAULINIA,3536505,353650,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL DE PAULINIA,"R. Miguel Vicente Cury, 100 - Nova Paulínia, Paulínia - SP, 13140-000",0,,1,(19) 3874-5500,-22.770.246.624.609.700,-47.148.817.526.820.600,-22.77024,-47.14881
PAULISTANIA,3536570,353657,GVE 15 BAURU,UNIDADE MARIA NAZARETH,"R. José Porfírio, 18 - Centro, Paulistânia - SP, 17150-027",0,,0,(14) 3275-1015,-2.253.525.583.723.520,-4.951.010.324.246.990,-22.53525,-49.51010
PAULO DE FARIA,3536604,353660,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE PAULO DE FARIA,"R. Zenha Ribeiro, 958 - Centro, Paulo de Faria - SP, 15490-000",0,,1,(17) 3292-1291,-20.029.493.863.070.400,-49.400.394.519.403.200,-20.02949,-49.40039
PEDERNEIRAS,3536703,353670,GVE 15 BAURU,SANTA CASA DE PEDERNEIRAS,"Av. Paulista, O-325 - Centro, Pederneiras - SP, 17280-000",0,,1,(14) 3283-8380,-22.350.297.234.562.000,-4.877.911.199.056.680,-22.35029,-48.77911
PEDRA BELA,3536802,353680,GVE 17 CAMPINAS,UNIDADE BASICA DE SAUDE DR JORGE HIRODI ORITA,"R. Bernardino de Lima Paes, 51, Pedra Bela - SP, 12990-000",0,,0,(11) 4037-1495,-22.796.551.303.263.000,-4.644.273.064.216.590,-22.79655,-46.44273
PEDRANOPOLIS,3536901,353690,GVE 30 JALES,UBS DE PEDRANOPOLIS,"R. Antônio Milhorini, 368 - Centro, Pedranópolis - SP, 15630-000",0,,0,(17)3838-1159,-2.024.814.634.633.000,-5.010.836.705.063.080,-20.24814,-50.10836
PEDREGULHO,3537008,353700,GVE 18 FRANCA,SANTA CASA DE MISERICÓRDIA - PEDREGULHO,"R. TENENTE SALVIANO, 125",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3711-2149,-20.258.341.022.671.300,-47.475.906.513.329.600,-20.25834,-47.47590
PEDREIRA,3537107,353710,GVE 17 CAMPINAS,FUNDACAO BENEFICIENTE DE PEDREIRA,"Rua Henriqueta Rondelo Canesso, 161 - Vila Canesso, Pedreira - SP, 13920-000",0,,1,(19) 3852-9630,-2.274.484.788.783.690,-4.691.793.560.804.120,-22.74484,-46.91793
PEDRINHAS PAULISTA,3537156,353715,GVE 13 ASSIS,UBS DR PRIMO RUY,"R. Paraná, 265-301, Pedrinhas Paulista - SP, 19865-000",0,,0,(18) 3375-1365,-2.281.319.995.220.730,-5.079.214.004.823.950,-22.81319,-50.79214
PEDRO DE TOLEDO,3537206,353720,GVE 23 REGISTRO,UNIDADE MISTA,"AV. CORONEL RAIMUNDO VASCONCELOS, 360 - CENTRO",1,"BOTRÓPICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3419-7010,-24.275.090.417.683.900,-47.231.719.365.439.200,-24.27509,-47.23171
PENAPOLIS,3537305,353730,GVE 11 ARACATUBA,SANTA CASA DE MISERICÓRDIA DE PENÁPOLIS,"AV. SANTA CASA, 566",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3652-2210,-2.142.336.309.963.850,-50.071.305.290.000.000,-21.42336,-50.07130
PEREIRA BARRETO,3537404,353740,GVE 11 ARACATUBA,SANTA CASA DE PEREIRA BARRETO,"RUA DERMIVAL FRANCESCHI, 505",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3704-4255,-20.653.046.370.806.100,-51.114.691.028.674.900,-20.65304,-51.11469
PEREIRAS,3537503,353750,GVE 16 BOTUCATU,CENTRO DE SAUDE DE PEREIRAS,"Praça Dr Paulo Fraletti s/ n - Centro, Pereiras - SP, 18580-000",0,,1,(14) 3888-1272,-2.307.352.346.987.450,-4.797.674.710.228.100,-23.07352,-47.97674
PERUIBE,3537602,353760,GVE 25 SANTOS,UPA PERUÍBE (PROVISÓRIO),RUA ALFREDO GOMES 46. CENTRO. PERUÍBE,1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3454-1589,-2.431.908.326.364.700,-4.700.232.521.701.420,-24.31908,-47.00232
PIACATU,3537701,353770,GVE 11 ARACATUBA,UBS III DE PIACATU ANTONIO CIRO DEPS,"Trecho Vereador Guilherme Tomarozzi 63, Piacatu - SP, 16230-000",0,,0,1836931248,-2.159.370.877.673.830,-5.059.863.726.333.510,-21.59370,-50.59863
PIEDADE,3537800,353780,GVE 31 SOROCABA,HOSPITAL SANTA CASA - PIEDADE,"RUA QUINTINO BOCAIUVA, Nº 154, CENTRO",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO.",1,(15) 3244-8200,-2.371.292.385.477.300,-47.417.925.188.712.500,-23.71292,-47.41792
PILAR DO SUL,3537909,353790,GVE 31 SOROCABA,SANTA CASA PILAR DO SUL,"Av. Papa João XXIII, 1038 - Campo Grande, Pilar do Sul - SP, 18185-000",0,,1,(15) 3278-9600,-2.381.075.124.364.210,-4.772.775.959.056.680,-23.81075,-47.72775
PINDAMONHANGABA,3538006,353800,GVE 33 TAUBATE,PRONTO SOCORRO MUNICIPAL,R. MAJOR JOSÉ DOS SANTOS MOREIRA 466 - CEP 12.410-050,1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(12) 3550-0597 / (12) 3550-0600,-22.930.887.299.264.500,-4.545.765.018.634.760,-22.93088,-45.45765
PINDORAMA,3538105,353810,GVE 29 SAO JOSE DO RIO PRETO,PRONTO SOCORRO MUNICIPAL JOAO NASSAR,"R. Wenceslau Braz, 149 - Centro Histórico de São Paulo, Pindorama - SP, 15830-000",0,,1,(17) 3572-1504,-21.184.821.839.663.100,-4.890.357.943.103.980,-21.18482,-48.90357
