MUNICIPIO,ID_IBGE,ID_MUNICIP,GVE,UNIDADE_DE_SAUDE,ENDERECO,TEM_SORO,TIPO_SORO,24H,TELEFONE,LAT_GOOGLE,LON_GOOGLE,LATITUDE,LONGITUDE,ARACNÍDICO,BOTRÓPICO,CROTÁLICO,ELAPÍDICO,ESCORPIÔNICO,LONÔMICO
LUCIANOPOLIS,3527504,352750,GVE 15 BAURU,UBS LAURO BORGES,"Rua Irenio Zaninoto - Nucleo Belmiro Jorge, Lucianópolis - SP, 17475-262",0,,0,(14) 3286-1190,-22.432.437.479.667.700,-49.520.244.853.328.400,-22.43243,-49.52024,0,0,0,0,0,0
LUIS ANTONIO,3527603,352760,GVE 24 RIBEIRAO PRETO,UNIDADE MISTA DE LUIZ ANTONIO,"R. Guilherme Brian, 1060, Luís Antônio - SP, 14210-000",0,,1,-,-21.553.779.758.551.700,-4.770.194.305.838.910,-21.55377,-47.70194,0,0,0,0,0,0
LUIZIANIA,3527702,352770,GVE 11 ARACATUBA,COMPLEXO MUNICIPAL DE SAUDE DE LUIZIANIA,"R. Padre João Braem, 365, Luiziânia - SP, 16340-000",0,,1,(18) 3603-1160,"-21.675.939.695.821.900,00",-5.032.737.607.161.790,-21.67593,-50.32737,0,0,0,0,0,0
LUPERCIO,3527801,352780,GVE 19 MARILIA,CENTRO DE SAUDE DE LUPERCIO,"Praça Antônio Daun, 67 - Centro, Lupércio - SP, 17420-000",0,,0,(14) 3474-1135,-22.415.591.841.719.400,-498.168.405.349.965,-22.41559,-49.81684,0,0,0,0,0,0
LUTECIA,3527900,352790,GVE 13 ASSIS,CENTRO DE SAUDE DE LUTECIA,"R. Manoel Lourenço, 353, Lutécia - SP, 19750-000",0,,0,(18) 3368-1129,"-22.340.005.579.474,00",-5.039.192.899.518.820,-22.34000,-50.39192,0,0,0,0,0,0
MACATUBA,3528007,352800,GVE 15 BAURU,SANTA CASA DE MACATUBA,"R. Carlos Gomes, 654 - CENTRO, Macatuba - SP, 17290-000",0,,1,(14) 3298-9200,-22.504.190.464.654.500,-4.871.357.850.997.080,-22.50419,-48.71357,0,0,0,0,0,0
MACAUBAL,3528106,352810,GVE 29 SÃO JOSÉ DO RIO PRETO,SANTA CASA DE MACAUBAL,"RUA SETE DE SETEMBRO, Nº 1203 - CENTRO, 15270-000",1,ESCORPIÔNICO,1,(17) 3874-1408,-20.807.853.784.586.700,-499.633.659.540.731,-20.80785,-49.96336,0,0,0,0,1,0
MACEDONIA,3528205,352820,GVE 30 JALES,UBS DE MACEDONIA,"Rua Dep Anisio Moreira, 439, Macedônia - SP, 15620-000",0,,1,(17) 3849-1162,"-20.145.426.362.159.000,00",-501.928.904.381.009,-20.14542,-50.19289,0,0,0,0,0,0
MAGDA,3528304,352830,GVE 29 SAO JOSE DO RIO PRETO,CENTRO DE SAUDE III DE MAGDA,"Rua Manoel Franco Junior, 522 - Centro, Magda - SP, 15310-000",0,,0,(17) 3487-1149,"-20.645.800.530.737.900,00",-50.224.744.847.549.800,-20.64580,-50.22474,0,0,0,0,0,0
MAIRINQUE,3528403,352840,GVE 31 SOROCABA,PRONTO ATENDIMENTO MUNICIPAL DE MAIRINQUE,"AVN MILTON CARDOSO LEITE, 151 - CANGUERINHA, Mairinque - SP, 18120-000",0,,1,(11) 4718-1500,"-2.354.655.704.673.960,00",-4.719.078.171.721.590,-23.54655,-47.19078,0,0,0,0,0,0
MAIRIPORA,3528502,352850,GVE 9 FRANCO DA ROCHA,HOSPITAL E MATERNIDADE DE MAIRIPORÃ,"RUA IPIRANGA Nº 280, CENTRO",1,ESCORPIÔNICO,1,(11) 4419-4422,"-2.332.093.053.580.320,00",-46.590.115.337.927.300,-23.32093,-46.59011,0,0,0,0,1,0
MANDURI,3528601,352860,GVE 16 BOTUCATU,UBS DR ALDEMAR HOLTZ DE ALMEIDA,"RUA RIO GRANDE DO SUL, 809",0,,0,(14) 3356-9202,-23.006.735.367.908.600,-4.932.444.149.477.700,-23.00673,-49.32444,0,0,0,0,0,0
MARABA PAULISTA,3528700,352870,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE MARABA PAULISTA UNIDADE SAUDE DA FAMILIA,"R. José Teodoro, Marabá Paulista - SP, 19430-000",0,,0,(18) 3996-1125,-22.108.055.412.690.700,-5.196.656.562.853.690,-22.10805,-51.96656,0,0,0,0,0,0
MARACAI,3528809,352880,GVE 13 ASSIS,HOSPITAL BENEFICENTE DE MARACAI,"Av. José Bonifácio, 382 - Centro, Maracaí - SP, 19840-000",0,,1,(18) 3371-2797,-2.261.256.920.231.910,-5.066.648.645.342.720,-22.61256,-50.66648,0,0,0,0,0,0
MARAPOAMA,3528858,352885,GVE 29 SAO JOSE DO RIO PRETO,UBS DE MARAPOAMA,"Praça da Independencia, 160, Marapoama - SP, 15845-000",0,,1,(17) 3548-9000,-21.257.955.915.140.300,-4.913.294.578.526.700,-21.25795,-49.13294,0,0,0,0,0,0
MARIAPOLIS,3528908,352890,GVE 19 MARILIA,CENTRO DE SAUDE DE MARIAPOLIS,"Praça Frei Dionisio Antonio Marinelli, 85 - Centro, Mariápolis - SP, 17810-000",0,,0,(18)3586-1234,-2.179.874.267.245.940,-511.822.246.202.374,-21.79874,-51.18222,0,0,0,0,0,0
MARILIA,3529005,352900,GVE 19 MARILIA,HOSPITAL DE CLÍNICAS I (ADULTOS),"R. AZIZ ATALLAH, S/Nº",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(14) 3434-2525,-22.226.491.328.451.700,-499.355.019.766.509,-22.22649,-49.93550,1,1,1,1,1,1
MARILIA,3529005,352900,GVE 19 MARILIA,HOSPITAL DE CLÍNICAS II (CRIANÇAS),"AV. SAMPAIO VIDAL, 42",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(14) 3434-2526,"-22.222.463.801.328.500,00",-49.947.359.019.763.300,-22.22246,-49.94735,1,1,1,1,1,1
MARINOPOLIS,3529104,352910,GVE 30 JALES,CS DE MARINOPOLIS,"RUA ESPIRITO SANTO, 130",0,,0,(17) 3695-1143,-20.440.326.786.646.700,-5.082.422.649.311.840,-20.44032,-50.82422,0,0,0,0,0,0
MARTINOPOLIS,3529203,352920,GVE 21 PRESIDENTE PRUDENTE,SANTA CASA DE MISERICÓRDIA - MARTINOPOLIS,"RUA JOSÉ HENRIQUE DE MELLO, 236",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(18) 3275-1000,-22.146.089.005.314.200,-511.700.958.560.938,-22.14608,-51.17009,1,1,1,0,1,0
MATAO,3529302,352930,GVE 12 ARARAQUARA,HOSPITAL CARLOS FERNANDO MALZONI,"R. SINHARINHA FROTA, 556",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(16) 3383-2500,"-2.160.581.106.590.820,00",-48.367.962.786.421.200,-21.60581,-48.36796,1,1,1,0,1,0
MAUA,3529401,352940,GVE 7 SANTO ANDRE,HOSPITAL DE CLINICAS DR RADAMES NARDINI,"R. Reg. Feijó, 166 - Vila Bocaina, Mauá - SP, 09310-640",0,,1,(11) 2666-5400,-23.672.536.048.347.300,-46.450.471.430.098.400,-23.67253,-46.45047,0,0,0,0,0,0
MENDONCA,3529500,352950,GVE 29 SAO JOSE DO RIO PRETO,UBS BENEDICTA DO CARMO OLIVEIRA DONA DITA,"R. Angelo Petrolini, 350, Mendonça - SP, 15220-000",0,,0,(17) 3248-9550,-21.187.052.288.631.500,-49.580.370.900.491.100,-21.18705,-49.58037,0,0,0,0,0,0
MERIDIANO,3529609,352960,GVE 30 JALES,UBS DE MERIDIANO,"R. João de Setembro, Meridiano - SP, 15625-000",0,,0,(17) 3475-1144,-20.356.748.188.571.100,-5.017.619.913.497.670,-20.35674,-50.17619,0,0,0,0,0,0
MESOPOLIS,3529658,352965,GVE 30 JALES,UBS DE MESOPOLIS,"R. Direitos Humanos, 2164 - Centro, Mesópolis - SP, 15748-000",0,,0,-,-19.967.843.210.696.700,-50.623.328.510.652.900,-19.96784,-50.62332,0,0,0,0,0,0
MIGUELOPOLIS,3529708,352970,GVE 18 FRANCA,SANTA CASA DE MIGUELOPOLIS,"R. José Jacobe Daur, s/n - Centro, Miguelópolis - SP, 14530-000",0,,1,(16) 3835-6700,"-2.018.318.684.629.310,00",-4.802.856.130.376.980,-20.18318,-48.02856,0,0,0,0,0,0
MINEIROS DO TIETE,3529807,352980,GVE 15 BAURU,PRONTO ATENDIMENTO MUNICIPAL DE MINEIROS DO TIETE,"R. Sub Delegado Ferrinho, 535 - Centro, Mineiros do Tietê - SP, 17320-037",0,,1,(14)3646-1217,-22.412.032.856.469.100,-4.844.823.440.185.000,-22.41203,-48.44823,0,0,0,0,0,0
MIRA ESTRELA,3530003,353000,GVE 30 JALES,UBS DE MIRA ESTRELA,"Praça Benedito Castrequini, 472 - Centro, Mira Estrela - SP, 15580-000",0,,0,(17) 3846-1219,-19.979.377.248.539.200,-5.013.824.881.835.370,-19.97937,-50.13824,0,0,0,0,0,0
MIRACATU,3529906,352990,GVE 23 REGISTRO,PRONTO ATENDIMENTO MIYOJI KAYO,"AV. DONA EVARISTA DE CASTRO FERREIRA, 77 - CENTRO",1,"BOTRÓPICO, ESCORPIÔNICO E ARACNÍDICO.",1,(13) 3847-7010,-24.286.006.146.676.700,-47.458.528.854.780.800,-24.28600,-47.45852,1,1,0,0,1,0
MIRANDOPOLIS,3530102,353010,GVE 11 ARACATUBA,HOSP. EST. DR. OSWALDO BRANADI FARIA - MIRANDÓPOLIS,"AV. DR. RAUL DA CUNHA BUENO, 585",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(18) 3701-1611,-2.112.488.919.167.420,-51.103.753.234.043.300,-21.12488,-51.10375,1,1,1,0,1,0
MIRANTE DO PARANAPANEMA,3530201,353020,GVE 22 PRESIDENTE VENCESLAU,PRONTO ATENDIMENTO MUNICIPAL - MIRANTE DO PARANAPANEMA,"AV. ZIL BRASIL, 320",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO E ARACNÍDICO.",1,(18) 3991-1292,"-22.285.233.562.863.500,00",-5.190.681.753.506.240,-22.28523,-51.90681,1,1,1,0,1,0
MIRASSOL,3530300,353030,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL E MATERNIDADE MAE DO DIVINO AMOR,"R. Rui Barbosa, 2019 - Centro, Mirassol - SP, 15130-000",0,,1,(17) 3253-9830,-20.815.392.025.450.100,-4.951.247.861.166.060,-20.81539,-49.51247,0,0,0,0,0,0
MIRASSOLANDIA,3530409,353040,GVE 29 SAO JOSE DO RIO PRETO,CSIII DE MIRASSOLANDIA,"R. Eugênio Ponchio, 477, Mirassolândia - SP, 15145-000",0,,1,(17) 3263-2318,-2.061.534.505.501.630,-4.946.621.927.727.410,-20.61534,-49.46621,0,0,0,0,0,0
MOCOCA,3530508,353050,GVE 26 SAO JOAO DA BOA VISTA,UNIDADE DE PRONTO ATENDIMENTO - MOCOCA,"AV. SAUDADE, 1445 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(19) 3656-9200,"-21.463.590.280.854.800,00",-4.700.665.198.916.350,-21.46359,-47.00665,0,1,1,1,1,1
MOGI DAS CRUZES,3530607,353060,GVE 8 MOGI DAS CRUZES,HOSPITAL LUZIA PINHO DE MELO,RUA MANOEL DE OLIVEIRA S/N,1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ARACNÍDICO, ESCORPIÔNICO E LONÔMICO.",1,(11) 3583-2800,-2.351.011.202.991.680,-46.194.946.101.772.300,-23.51011,-46.19494,1,1,1,1,1,1
MOGI GUACU,3530706,353070,GVE 26 SAO JOAO DA BOA VISTA,SANTA CASA DE MISERICÓRDIA - MOGI GUACU,"R. CHICO DE PAULA, 608",1,"BOTRÓPICO, CROTÁLICO, ELAPÍDICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(19) 3818-5943,-22.364.466.749.576.900,-46.943.512.927.557.600,-22.36446,-46.94351,1,1,1,1,1,1
MOGI MIRIM,3530805,353080,GVE 26 SAO JOAO DA BOA VISTA,UNIDADE DE PRONTO ATENDIMENTO - MOGI MIRIM,"ROD. ELZIO MARIOTONI, 369",1,ESCORPIÔNICO,1,(19) 3804-1011,-22.430.783.952.138.500,-4.693.609.749.116.880,-22.43078,-46.93609,0,0,0,0,1,0
MOMBUCA,3530904,353090,GVE 20 PIRACICABA,UNIDADE MISTA DE SAUDE DE MOMBUCA,"R. Gerson Maschio, 60 - Jardim das Oliveiras, Mombuca - SP, 13375-000",0,,1,-,-22.933.327.530.698.100,-4.756.508.878.648.270,-22.93332,-47.56508,0,0,0,0,0,0
MONCOES,3531001,353100,GVE 29 SAO JOSE DO RIO PRETO,ESTRATEGIA SAUDE DA FAMILIA DE MONCOES,"R. Rio Branco, Monções - SP, 15275-000",0,,0,(17) 3484-1231,-20.851.303.016.816.100,-5.009.746.562.074.120,-20.85130,-50.09746,0,0,0,0,0,0
MONGAGUA,3531100,353110,GVE 25 SANTOS,UPA MONGAGUÁ,"AV. MONTEIRO LOBATO, 9.400 – AGENOR DE CAMPOS",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(13) 3507-1110,-2.412.556.851.381.140,-4.668.513.626.185.120,-24.12556,-46.68513,1,1,1,0,1,0
MONTE ALEGRE DO SUL,3531209,353120,GVE 17 CAMPINAS,CENTRO DE SAUDE III MONTE ALEGRE DO SUL,"R. Pref. José Amaral - Monte Alegre do Sul, SP, 13820-000",0,,0,(19) 3899-1300,-22.686.095.292.800.600,-4.668.165.752.132.670,-22.68609,-46.68165,0,0,0,0,0,0
MONTE ALTO,3531308,353130,GVE 24 RIBEIRAO PRETO,PRONTO SOCORRO MUNICIPAL DE MONTE ALTO,"RUA JEREMIAS DE PAULA EDUARDO, 2287, CENTRO",1,ESCORPIÔNICO,1,(16) 3242-2100 / 8358,-21.264.414.893.268.700,-4.850.212.269.420.740,-21.26441,-48.50212,0,0,0,0,1,0
MONTE APRAZIVEL,3531407,353140,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE MONTE APRAZÍVEL,"RUA SÃO JOÃO, 729, CENTRO, 15150-000",1,ESCORPIÔNICO,1,(17) 3275-9510,-2.077.163.506.619.610,-4.970.840.795.954.040,-20.77163,-49.70840,0,0,0,0,1,0
MONTE AZUL PAULISTA,3531506,353150,GVE 14 BARRETOS,HOSPITAL SENHOR BOM JESUS,"R. Rui Barbosa, 267 - Centro, Monte Azul Paulista - SP, 14730-000",0,,1,(17) 3361-9210,-2.090.531.391.886.180,-48.637.700.012.187,-20.90531,-48.63770,0,0,0,0,0,0
MONTE CASTELO,3531605,353160,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE DE MONTE CASTELO VICE PREFEITO CHIGAMI SUZUK,"R. Joana Maria Genebra Sferra, 319 - Centro, Monte Castelo - SP, 17960-000",0,,0,(18) 3855-1171,-21.299.493.737.104.900,-5.156.950.283.464.710,-21.29949,-51.56950,0,0,0,0,0,0
MONTE MOR,3531803,353180,GVE 17 CAMPINAS,ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS,"Av. Jânio Quadros, 1000 - Centro, Monte Mor - SP, 13190-000",0,,1,(19) 3879-1999,"-22.950.184.649.787.100,00",-4.730.612.643.710.010,-22.95018,-47.30612,0,0,0,0,0,0
MONTEIRO LOBATO,3531704,353170,GVE 27 SAO JOSE DOS CAMPOS,CENTRO DE SAÚDE III DR. JOÃO AURICCHO,"RUA ANTÔNIO ALVES MAGALHÃES, 20 – CENTRO",1,"ESCORPIÔNICO, FONÉUTRICO E ARACNÍDICO.",1,(12) 3979-1124,"-22.955.182.698.156.900,00",-4.583.919.081.433.640,-22.95518,-45.83919,1,0,0,0,1,0
MORRO AGUDO,3531902,353190,GVE 18 FRANCA,HOSP. SÃO MARCOS DA SAMA,"R. SEBASTIÃO ANTONIO MUNIZ, 164",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3851-3000,-2.073.566.361.436.710,-4.805.505.107.777.910,-20.73566,-48.05505,1,1,1,0,1,0
MORUNGABA,3532009,353200,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL SANTO ANTONIO,"Rua André Aparecido Tomazino, n° 28 - Jardim Ana, Morungaba - SP, 13262-036",0,,1,(11) 4014-4624,-2.287.367.304.587.980,-4.678.690.622.528.790,-22.87367,-46.78690,0,0,0,0,0,0
MOTUCA,3532058,353205,GVE 12 ARARAQUARA,CMO OCTAVIO THOMAZ DE AQUINO MOTUCA,"R. Gerudy Figueiredo - Centro, Motuca - SP, 14835-000",0,,0,(16) 3348-9400,-21.512.253.843.472.500,-48.150.708.552.976.100,-21.51225,-48.15070,0,0,0,0,0,0
MURUTINGA DO SUL,3532108,353210,GVE 11 ARACATUBA,UBS II ANATALICIO DE OLIVEIRA DE MURUTINGA DO SUL,"R. Orlando Molina, 187, Murutinga do Sul - SP, 16950-000",0,,0,(18) 3788-1406,-20.988.634.708.762.600,-5.127.908.570.763.360,-20.98863,-51.27908,0,0,0,0,0,0
NANTES,3532157,353215,GVE 21 PRESIDENTE PRUDENTE,UNIDADE BASICA DE SAUDE - NANTES,"R. Gonçalves de Assis, 352, Nantes - SP, 19650-013",0,,0,(18) 3268-6181,-22.621.379.233.119.000,-5.123.823.658.520.670,-22.62137,-51.23823,0,0,0,0,0,0
NARANDIBA,3532207,353220,GVE 21 PRESIDENTE PRUDENTE,UBS II DE NARANDIBA COM SERVICO DE ESF,"R. Alves de Almeida, Narandiba - SP, 19220-000",0,,0,(18) 3992-1101,-2.240.593.300.374.120,-5.152.299.645.120.140,-22.40593,-51.52299,0,0,0,0,0,0
NATIVIDADE DA SERRA,3532306,353230,GVE 33 TAUBATE,CENTRO DE SAUDE DE NATIVIDADE DA SERRA,"R. José F da Silva - Natividade da Serra, SP, 12180-000",0,,0,(12) 3677-1102,-2.337.875.368.487.020,-4.544.641.142.868.840,-23.37875,-45.44641,0,0,0,0,0,0
NAZARE PAULISTA,3532405,353240,GVE 17 CAMPINAS,HOSPITAL MUNICIPAL DE NAZARE PAULISTA,"Ezau Avelino Pinheiro, 100, Nazaré Paulista - SP, 12960-000",0,,1,(11) 4597-1588,-23.161.196.934.955.200,-4.639.404.034.284.660,-23.16119,-46.39404,0,0,0,0,0,0
NEVES PAULISTA,3532504,353250,GVE 29 SAO JOSE DO RIO PRETO,SANTA CASA DE NEVES PAULISTA,"R. Floriano Peixoto, 95 - Centro, Neves Paulista - SP, 15120-000",0,,1,(17) 3271-1297,-20.850.431.162.974.100,-4.963.117.952.782.900,-20.85043,-49.63117,0,0,0,0,0,0
NHANDEARA,3532603,353260,GVE 29 SAO JOSE DO RIO PRETO,HOSPITAL SAO DOMINGOS NA PROV DE DEUS NHANDEARA,"R. Nossa Sra. das Graças, 272 - Vila Aparecia, Nhandeara - SP, 15190-000",0,,1,(17) 3467-4910,-2.069.864.400.905.770,-50.035.534.385.938.400,-20.69864,-50.03553,0,0,0,0,0,0
NIPOA,3532702,353270,GVE 29 SAO JOSE DO RIO PRETO,CS DE NIPOA,"R. Rio de Janeiro, 873, Nipoã - SP, 15240-000",0,,0,-,"-20.914.260.259.056.700,00",-49.779.672.516.020.100,-20.91426,-49.77967,0,0,0,0,0,0
NOVA ALIANCA,3532801,353280,GVE 29 SAO JOSE DO RIO PRETO,CS DE NOVA ALIANCA,"R. Rio Preto - Nova Aliança, SP, 15210-000",0,,1,(17) 3811-1208,-21.018.887.789.824.400,-4.950.238.530.445.480,-21.01888,-49.50238,0,0,0,0,0,0
NOVA CAMPINA,3532827,353282,GVE 32 ITAPEVA,UNIDADE DE SAÚDE JOÃO RODRIGUES DE PROENÇA,"R. JOÃO NUNES DE OLIVEIRA, 525 - CENTRO - 18435-000",1,ESCORPIÔNICO E ARACNÍDICO.,0,(15) 3535-1264,-24.121.113.758.763.100,-4.890.718.000.384.510,-24.12111,-48.90718,1,0,0,0,1,0
NOVA CANAA PAULISTA,3532843,353284,GVE 30 JALES,UBS DE NOVA CANAA PAULISTA,"R. Seis, 576, Nova Canaã Paulista - SP, 15773-000",0,,0,-,-20.389.551.409.103.600,-50.947.366.804.750.000,-20.38955,-50.94736,0,0,0,0,0,0
NOVA CASTILHO,3532868,353286,GVE 11 ARACATUBA,UBS PROF PAULO RICOY DE CAMARGO NOVA CASTILHO,"R. Sete de Setembro, 381, Nova Castilho - SP, 15313-000",0,,0,(17) 3831-6160,-20.762.321.742.258.700,-50.340.494.358.627.400,-20.76232,-50.34049,0,0,0,0,0,0
NOVA EUROPA,3532900,353290,GVE 12 ARARAQUARA,SANTA CASA DE MISERICORDIA NOVA EUROPA,"R. Osvaldo Pongetti, Nova Europa - SP, 14920-000",0,,1,(16) 3387-1312,-2.177.988.248.900.240,-4.856.788.487.696.640,-21.77988,-48.56788,0,0,0,0,0,0
NOVA GRANADA,3533007,353300,GVE 29 SAO JOSE DO RIO PRETO,P. S. MUNICIPAL DE NOVA GRANADA,"AV. DR. HILDEBERTO A. FERREIRA, Nº 1271, CENTRO",1,ESCORPIÔNICO,1,(17) 3262-2843,"-20.538.130.879.584.200,00",-4.932.452.073.931.940,-20.53813,-49.32452,0,0,0,0,1,0
NOVA GUATAPORANGA,3533106,353310,GVE 22 PRESIDENTE VENCESLAU,CENTRO DE SAUDE DE NOVA GUATAPORANGA,"R. Brasil, 315 - Centro, Nova Guataporanga - SP, 17950-000",0,,0,(18) 3856-1249,-21.336.021.478.898.000,-5.164.503.624.364.540,-21.33602,-51.64503,0,0,0,0,0,0
NOVA INDEPENDENCIA,3533205,353320,GVE 11 ARACATUBA,UBS II LENIR SPAZZAPAN DE ALENCAR NOVA INDEPENDENCIA,"Av. Euríco Soares Andrade, 595-691, Nova Independência - SP, 16940-000",0,,1,(18) 3744-1135,-21.105.787.798.137.100,-51.491.515.768.394.700,-21.10578,-51.49151,0,0,0,0,0,0
NOVA LUZITANIA,3533304,353330,GVE 11 ARACATUBA,UBS III NOVA LUZITANIA,"R. José da Silva Carvalhais, 1660, Nova Luzitânia - SP, 15340-000",0,,0,(17) 3483-1213,"-20.856.224.123.197.200,00",-5.026.448.243.346.370,-20.85622,-50.26448,0,0,0,0,0,0
NOVA ODESSA,3533403,353340,GVE 17 CAMPINAS,HOSPITAL E MATERNIDADE MUNICIPAL DR ACILIO CARRION GARCIA,"R. Aristídes Bassora, s/n - Bosque dos Cedros, Nova Odessa - SP, 13460-000",0,,1,(19) 3476-8194,"-22.780.127.594.841.400,00",-4.730.011.912.884.980,-22.78012,-47.30011,0,0,0,0,0,0
NOVAIS,3533254,353325,GVE 29 SAO JOSE DO RIO PRETO,PRONTO ATENDIMENTO DE NOVAIS,"R. Maj. João Batista Novais, 466, Novais - SP, 15885-000",0,,1,(17) 3561-1181,-20.992.039.051.831.800,-489.184.450.392.528,-20.99203,-48.91844,0,0,0,0,0,0
NOVO HORIZONTE,3533502,353350,GVE 29 SAO JOSE DO RIO PRETO,IRMANDADE SANTA CASA DE MISERICÓRDIA - NOVO HORIZONTE,"RUA VINTE E OITO DE OUTUBRO, 1202 - CENTRO",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO",1,(17) 3542-9292 / (17) 3542-1020,-2.146.599.573.848.230,-49.226.770.296.127.400,-21.46599,-49.22677,0,1,1,0,1,0
NUPORANGA,3533601,353360,GVE 18 FRANCA,HOSPITAL SAO GERALDO DE NUPORANGA,"R. São José, 287 - Centro, Nuporanga - SP, 14670-000",0,,1,(16) 3847-1129,-2.072.994.808.960.360,-4.774.993.881.419.470,-20.72994,-47.74993,0,0,0,0,0,0
OCAUCU,3533700,353370,GVE 19 MARILIA,CENTRO DE SAUDE DE OCAUCU,"Av. Celeste Casagrande, 115, Ocauçu - SP, 17540-023",0,,0,(14) 3475-1205,-2.243.910.834.563.690,-4.991.983.176.510.100,-22.43910,-49.91983,0,0,0,0,0,0
OLEO,3533809,353380,GVE 13 ASSIS,CS III DR RICARDO FRANKLIN DE MELLO,"R. José Antônio Salgado, 111 - Óleo, SP, 18790-013",0,,0,(14) 3357-1400,"-22.943.247.972.718.400,00",-4.934.265.268.813.690,-22.94324,-49.34265,0,0,0,0,0,0
OLIMPIA,3533908,353390,GVE 14 BARRETOS,UNIDADE DE PRONTO ATENDIMENTO 24 H WILSON ZANGIROLAMI,"AV. VALDEMAR LOPES FERRAZ, 288 - CENTRO",1,"BOTRÓPICO, CROTÁLICO, ESCORPIÔNICO, ARACNÍDICO E LONÔMICO.",1,(17) 3281-6044 / 3280-6305,-20.739.627.543.847.900,-4.890.639.469.934.420,-20.73962,-48.90639,1,1,1,0,1,1
ONDA VERDE,3534005,353400,GVE 29 SAO JOSE DO RIO PRETO,CS DE ONDA VERDE,"R. Luzia da Silva Florêncio, 1000, Onda Verde - SP, 15450-000",0,,1,(17) 3268-1186,-206.055.730.390.301,-4.930.067.142.709.410,-20.60557,-49.30067,0,0,0,0,0,0
ORIENTE,3534104,353410,GVE 19 MARILIA,UNIDADE MISTA DE SAUDE DE ORIENTE,"R. Mário Reis, 213, Oriente - SP, 17570-000",0,,1,-,-22.153.259.027.187.500,-5.009.300.526.714.310,-22.15325,-50.09300,0,0,0,0,0,0
ORINDIUVA,3534203,353420,GVE 29 SAO JOSE DO RIO PRETO,CS DE ORINDIÚVA,"AV. FRANCISCO TOMÁS AQUINO, 170 - 250, ORINDIÚVA - SP, 15480-000",1,"BOTRÓPICO, CROTÁLICO E ESCORPIÔNICO",1,(17) 3816-1297,-20.183.355.575.355.000,-49.352.203.821.855.800,-20.18335,-49.35220,0,1,1,0,1,0
ORLANDIA,3534302,353430,GVE 18 FRANCA,HOSP. BENEFICENTE SANTO ANTONIO DE ORLÂNDIA,"AV. 3, 941",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO.",1,(16) 3820-4200,-20.724.025.342.703.500,-47.891.012.620.858.000,-20.72402,-47.89101,1,1,1,0,1,0
OSASCO,3534401,353440,GVE 10 OSASCO,HOSPITAL MUNICIPAL ANTONIO GIGLIO,"R. Pedro Fioretti, 48 - Centro, Osasco - SP, 06013-070",0,,1,(11) 2183-9333,-23.532.162.186.919.900,-4.677.737.364.696.770,-23.53216,-46.77737,0,0,0,0,0,0
OSCAR BRESSANE,3534500,353450,GVE 19 MARILIA,CS DE OSCAR BRESSANE PSF,"R. Vitório Girotto, 403, Oscar Bressane - SP, 19770-000",0,,0,(14) 3457-1138,-22.316.419.892.006.700,-5.028.152.936.044.500,-22.31641,-50.28152,0,0,0,0,0,0
OSVALDO CRUZ,3534609,353460,GVE 19 MARILIA,SANTA CASA DE MISERICORDIA DE OSVALDO CRUZ,"Av. Pres. Vargas, 1 - Vila Sao Luis, Osvaldo Cruz - SP, 17700-190",0,,1,(18) 3529-9558,-21.803.733.739.558.200,-5.087.691.038.544.740,-21.80373,-50.87691,0,0,0,0,0,0
OURINHOS,3534708,353470,GVE 13 ASSIS,SANTA CASA DE OURINHOS,"RUA D. PEDRO I, Nº 716, VILA MORAES",1,"BOTRÓPICO, CROTÁLICO, ARACNÍDICO E ESCORPIÔNICO",1,(14) 3322-1133,-22.984.046.969.335.800,-4.986.376.424.940.740,-22.98404,-49.86376,1,1,1,0,1,0
